pwID,count
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC844_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC934_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC441_r17.0.0_20260605-171052,10
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC956_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC225_r17.0.0_20260605-171052,13
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC90_r17.0.0_20260605-171052,6
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1099_r17.0.0_20260605-171052,4
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1123_r17.0.0_20260605-171052,3
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC857_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC109_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC190_r17.0.0_20260605-171052,17
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1023_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC293_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC104_r17.0.0_20260605-171052,5
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC290_r17.0.0_20260605-171052,4
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC541_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC705_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC266_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC491_r17.0.0_20260605-171052,13
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC493_r17.0.0_20260605-171052,4
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC141_r17.0.0_20260605-171052,4
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC567_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC80_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1138_r17.0.0_20260605-171052,3
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC33_r17.0.0_20260605-171052,3
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC681_r17.0.0_20260605-171052,4
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC537_r17.0.0_20260605-171052,3
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC52_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC507_r17.0.0_20260605-171052,4
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC906_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC291_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC167_r17.0.0_20260605-171052,7
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC191_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC557_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC806_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC142_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC756_r17.0.0_20260605-171052,2
