pwID,count
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC19_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC164_r17.0.0_20260605-171052,44
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC1033_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC851_r17.0.0_20260605-171052,4
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC1129_r17.0.0_20260605-171052,3
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC127_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC783_r17.0.0_20260605-171052,6
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC809_r17.0.0_20260605-171052,13
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC163_r17.0.0_20260605-171052,38
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC595_r17.0.0_20260605-171052,4
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC765_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC819_r17.0.0_20260605-171052,9
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC1038_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC95_r17.0.0_20260605-171052,3
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC631_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC996_r17.0.0_20260605-171052,3
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC285_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC826_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC73_r17.0.0_20260605-171052,5
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC516_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC784_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC393_r17.0.0_20260605-171052,3
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC979_r17.0.0_20260605-171052,6
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC81_r17.0.0_20260605-171052,26
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC667_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC632_r17.0.0_20260605-171052,8
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC429_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC1014_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC474_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/RC970_r17.0.0_20260605-171052,2
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC669_r17.0.0_20260605-171052,5
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC58_r17.0.0_20260605-171052,1
http://rdf-plantmetwiki.bioinformatics.nl/pathways/PC480_r17.0.0_20260605-171052,2
